problem_id,goal,task_success,task_plan,task_plan_success_prefix
train/pick_clean_then_place_in_recep-ButterKnife-None-Drawer-30/trial_T20190908_051931_072703,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o ButterKnifeType)\n\t\t(receptacleType ?r DrawerType)\n\t\t(inReceptacle ?o ?r)\n\t\t(cleanable ?o)\n\t\t(isClean ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_1_bar_3_bar_3_bar_60 butterknife__minus_3_dot_4732_comma__minus_3_dot_4732_comma_2_dot_6568_comma_2_dot_6568_comma_2_dot_8264668_comma_2_dot_8264668 drawer__minus_3_dot_44_comma__minus_3_dot_44_comma_2_dot_6524_comma_2_dot_6524_comma_3_dot_063142_comma_3_dot_063142)\n(RinseObject_0 sinkbasin_12_dot_28_comma_12_dot_28_comma_0_dot_4332_comma_0_dot_4332_comma_2_dot_947206_comma_2_dot_947206 agent1 loc_bar_10_bar__minus_1_bar_1_bar_60 butterknife__minus_3_dot_4732_comma__minus_3_dot_4732_comma_2_dot_6568_comma_2_dot_6568_comma_2_dot_8264668_comma_2_dot_8264668)\n(PutObjectInReceptacle agent1 loc_bar_0_bar_0_bar_3_bar_45 butterknifetype butterknife__minus_3_dot_4732_comma__minus_3_dot_4732_comma_2_dot_6568_comma_2_dot_6568_comma_2_dot_8264668_comma_2_dot_8264668 drawer__minus_3_dot_44_comma__minus_3_dot_44_comma__minus_0_dot_4_comma__minus_0_dot_4_comma_2_dot_3088_comma_2_dot_3088)')",False,"PickupObjectInReceptacle, RinseObject_0, PutObjectInReceptacle",
train/pick_heat_then_place_in_recep-Apple-None-SinkBasin-24/trial_T20190909_040401_888395,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o AppleType)\n\t\t(receptacleType ?r SinkBasinType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_0_bar_5_bar_3_bar_60 apple__minus_2_dot_0996344_comma__minus_2_dot_0996344_comma_4_dot_57398604_comma_4_dot_57398604_comma_3_dot_847159384_comma_3_dot_847159384 diningtable__minus_3_dot_5_comma__minus_3_dot_5_comma_5_dot_296_comma_5_dot_296_comma_0_dot_024_comma_0_dot_024)\n(HeatObject_1 microwave__minus_6_dot_116_comma__minus_6_dot_116_comma_15_dot_5288_comma_15_dot_5288_comma_5_dot_00112532_comma_5_dot_00112532 agent1 loc_bar__minus_6_bar_13_bar_0_bar_30 apple__minus_2_dot_0996344_comma__minus_2_dot_0996344_comma_4_dot_57398604_comma_4_dot_57398604_comma_3_dot_847159384_comma_3_dot_847159384)\n(PutObjectInReceptacle agent1 loc_bar__minus_7_bar_13_bar_0_bar_60 appletype apple__minus_2_dot_0996344_comma__minus_2_dot_0996344_comma_4_dot_57398604_comma_4_dot_57398604_comma_3_dot_847159384_comma_3_dot_847159384 sinkbasin__minus_6_dot_4064_comma__minus_6_dot_4064_comma_15_dot_0988_comma_15_dot_0988_comma_2_dot_748_comma_2_dot_748)')",True,"PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle","PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle"
train/pick_cool_then_place_in_recep-Lettuce-None-DiningTable-18/trial_T20190909_122629_020439,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o LettuceType)\n\t\t(receptacleType ?r DiningTableType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_3_bar_26_bar_3_bar_60 lettuce_1_dot_2209644_comma_1_dot_2209644_comma_26_dot_416156_comma_26_dot_416156_comma_3_dot_394008_comma_3_dot_394008 diningtable__minus_0_dot_624711872_comma__minus_0_dot_624711872_comma_25_dot_896156_comma_25_dot_896156_comma_2_dot_673336984_comma_2_dot_673336984)\n(ChillObject_0 fridge_8_dot_14_comma_8_dot_14_comma_22_dot_504_comma_22_dot_504_comma_0_dot_0_comma_0_dot_0 agent1 loc_bar_4_bar_22_bar_1_bar_30 lettuce_1_dot_2209644_comma_1_dot_2209644_comma_26_dot_416156_comma_26_dot_416156_comma_3_dot_394008_comma_3_dot_394008)\n(PutObjectInReceptacle agent1 loc_bar_3_bar_26_bar_3_bar_45 lettucetype lettuce_1_dot_2209644_comma_1_dot_2209644_comma_26_dot_416156_comma_26_dot_416156_comma_3_dot_394008_comma_3_dot_394008 diningtable__minus_0_dot_624711872_comma__minus_0_dot_624711872_comma_25_dot_896156_comma_25_dot_896156_comma_2_dot_673336984_comma_2_dot_673336984)')",True,"PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle","PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle"
train/pick_heat_then_place_in_recep-TomatoSliced-None-SinkBasin-15/trial_T20190909_043958_476680,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(receptacleType ?r SinkBasinType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_11_bar_6_bar_3_bar_60 knife__minus_12_dot_27240084_comma__minus_12_dot_27240084_comma_6_dot_04271172_comma_6_dot_04271172_comma_3_dot_0781732_comma_3_dot_0781732 drawer__minus_12_dot_486696_comma__minus_12_dot_486696_comma_5_dot_43067692_comma_5_dot_43067692_comma_3_dot_102284_comma_3_dot_102284)\n(CutObject_0 knife__minus_12_dot_27240084_comma__minus_12_dot_27240084_comma_6_dot_04271172_comma_6_dot_04271172_comma_3_dot_0781732_comma_3_dot_0781732 agent1 loc_bar__minus_9_bar_0_bar_1_bar_30 tomato__minus_4_dot_50811672_comma__minus_4_dot_50811672_comma__minus_0_dot_2143393756_comma__minus_0_dot_2143393756_comma_3_dot_8405164_comma_3_dot_8405164)\n(PutObjectInReceptacle agent1 loc_bar__minus_10_bar_9_bar_3_bar_15 knifetype knife__minus_12_dot_27240084_comma__minus_12_dot_27240084_comma_6_dot_04271172_comma_6_dot_04271172_comma_3_dot_0781732_comma_3_dot_0781732 microwave__minus_13_dot_94_comma__minus_13_dot_94_comma_8_dot_732_comma_8_dot_732_comma_5_dot_723384_comma_5_dot_723384)\n(PickupObjectInReceptacle agent1 loc_bar__minus_9_bar_0_bar_1_bar_30 tomato__minus_4_dot_50811672_comma__minus_4_dot_50811672_comma__minus_0_dot_2143393756_comma__minus_0_dot_2143393756_comma_3_dot_8405164_comma_3_dot_8405164 diningtable__minus_5_dot_38_comma__minus_5_dot_38_comma_1_dot_332_comma_1_dot_332_comma_0_dot_0562074184_comma_0_dot_0562074184)\n(HeatObject_1 microwave__minus_13_dot_94_comma__minus_13_dot_94_comma_8_dot_732_comma_8_dot_732_comma_5_dot_723384_comma_5_dot_723384 agent1 loc_bar__minus_10_bar_9_bar_3_bar_15 tomato__minus_4_dot_50811672_comma__minus_4_dot_50811672_comma__minus_0_dot_2143393756_comma__minus_0_dot_2143393756_comma_3_dot_8405164_comma_3_dot_8405164)\n(PutObjectInReceptacle agent1 loc_bar__minus_6_bar_12_bar_0_bar_45 tomatotype tomato__minus_4_dot_50811672_comma__minus_4_dot_50811672_comma__minus_0_dot_2143393756_comma__minus_0_dot_2143393756_comma_3_dot_8405164_comma_3_dot_8405164 sinkbasin__minus_7_dot_212_comma__minus_7_dot_212_comma_14_dot_8_comma_14_dot_8_comma_3_dot_116_comma_3_dot_116)')",True,"PickupObjectInReceptacle, CutObject_0, PutObjectInReceptacle, PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle","PickupObjectInReceptacle, CutObject_0, PutObjectInReceptacle, PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle"
train/pick_cool_then_place_in_recep-TomatoSliced-None-Microwave-12/trial_T20190908_165447_696883,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(receptacleType ?r MicrowaveType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_4_bar_3_bar_1_bar_60 knife_5_dot_79492568_comma_5_dot_79492568_comma_3_dot_122650148_comma_3_dot_122650148_comma_3_dot_0742396_comma_3_dot_0742396 drawer_5_dot_481336_comma_5_dot_481336_comma_3_dot_6664_comma_3_dot_6664_comma_3_dot_099568128_comma_3_dot_099568128)\n(CutObject_0 knife_5_dot_79492568_comma_5_dot_79492568_comma_3_dot_122650148_comma_3_dot_122650148_comma_3_dot_0742396_comma_3_dot_0742396 agent1 loc_bar__minus_1_bar_9_bar_3_bar_30 tomato__minus_4_dot_84402_comma__minus_4_dot_84402_comma_8_dot_939632_comma_8_dot_939632_comma_3_dot_996472_comma_3_dot_996472)\n(PutObjectInReceptacle agent1 loc_bar_4_bar_6_bar_1_bar_15 knifetype knife_5_dot_79492568_comma_5_dot_79492568_comma_3_dot_122650148_comma_3_dot_122650148_comma_3_dot_0742396_comma_3_dot_0742396 microwave_6_dot_528_comma_6_dot_528_comma_6_dot_584_comma_6_dot_584_comma_5_dot_92407848_comma_5_dot_92407848)\n(PickupObjectInReceptacle agent1 loc_bar__minus_1_bar_9_bar_3_bar_30 tomato__minus_4_dot_84402_comma__minus_4_dot_84402_comma_8_dot_939632_comma_8_dot_939632_comma_3_dot_996472_comma_3_dot_996472 countertop__minus_3_dot_8944_comma__minus_3_dot_8944_comma_9_dot_5456_comma_9_dot_5456_comma_3_dot_8936_comma_3_dot_8936)\n(ChillObject_0 fridge__minus_4_dot_004_comma__minus_4_dot_004_comma_0_dot_476_comma_0_dot_476_comma_0_dot_0_comma_0_dot_0 agent1 loc_bar__minus_1_bar_0_bar_3_bar_60 tomato__minus_4_dot_84402_comma__minus_4_dot_84402_comma_8_dot_939632_comma_8_dot_939632_comma_3_dot_996472_comma_3_dot_996472)\n(PutObjectInReceptacle agent1 loc_bar_4_bar_6_bar_1_bar_15 tomatotype tomato__minus_4_dot_84402_comma__minus_4_dot_84402_comma_8_dot_939632_comma_8_dot_939632_comma_3_dot_996472_comma_3_dot_996472 microwave_6_dot_528_comma_6_dot_528_comma_6_dot_584_comma_6_dot_584_comma_5_dot_92407848_comma_5_dot_92407848)')",False,"PickupObjectInReceptacle, CutObject_0, PutObjectInReceptacle, PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle",
train/pick_clean_then_place_in_recep-Fork-None-DiningTable-15/trial_T20190907_203144_140359,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o ForkType)\n\t\t(inReceptacle ?o ?r)\n\t\t(cleanable ?o)\n\t\t(isClean ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_9_bar_2_bar_1_bar_45 fork__minus_6_dot_093564_comma__minus_6_dot_093564_comma_1_dot_8464748_comma_1_dot_8464748_comma_3_dot_5680848_comma_3_dot_5680848 diningtable__minus_5_dot_38_comma__minus_5_dot_38_comma_1_dot_332_comma_1_dot_332_comma_0_dot_0562074184_comma_0_dot_0562074184)\n(RinseObject_0 sinkbasin__minus_7_dot_212_comma__minus_7_dot_212_comma_14_dot_8_comma_14_dot_8_comma_3_dot_116_comma_3_dot_116 agent1 loc_bar__minus_6_bar_12_bar_0_bar_45 fork__minus_6_dot_093564_comma__minus_6_dot_093564_comma_1_dot_8464748_comma_1_dot_8464748_comma_3_dot_5680848_comma_3_dot_5680848)\n(PutObjectInReceptacle agent1 loc_bar__minus_6_bar_12_bar_0_bar_45 forktype fork__minus_6_dot_093564_comma__minus_6_dot_093564_comma_1_dot_8464748_comma_1_dot_8464748_comma_3_dot_5680848_comma_3_dot_5680848 sinkbasin__minus_7_dot_212_comma__minus_7_dot_212_comma_14_dot_8_comma_14_dot_8_comma_3_dot_116_comma_3_dot_116)')",False,"PickupObjectInReceptacle, RinseObject_0, PutObjectInReceptacle","PickupObjectInReceptacle, RinseObject_0, PutObjectInReceptacle"
train/pick_clean_then_place_in_recep-Fork-None-DiningTable-15/trial_T20190907_203144_140359,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o ForkType)\n\t\t(receptacleType ?r DiningTableType)\n\t\t(inReceptacle ?o ?r)\n\t\t(cleanable ?o)\n\t\t(isClean ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_9_bar_2_bar_1_bar_45 fork__minus_6_dot_093564_comma__minus_6_dot_093564_comma_1_dot_8464748_comma_1_dot_8464748_comma_3_dot_5680848_comma_3_dot_5680848 diningtable__minus_5_dot_38_comma__minus_5_dot_38_comma_1_dot_332_comma_1_dot_332_comma_0_dot_0562074184_comma_0_dot_0562074184)\n(RinseObject_0 sinkbasin__minus_7_dot_212_comma__minus_7_dot_212_comma_14_dot_8_comma_14_dot_8_comma_3_dot_116_comma_3_dot_116 agent1 loc_bar__minus_6_bar_12_bar_0_bar_45 fork__minus_6_dot_093564_comma__minus_6_dot_093564_comma_1_dot_8464748_comma_1_dot_8464748_comma_3_dot_5680848_comma_3_dot_5680848)\n(PutObjectInReceptacle agent1 loc_bar__minus_2_bar_2_bar_3_bar_60 forktype fork__minus_6_dot_093564_comma__minus_6_dot_093564_comma_1_dot_8464748_comma_1_dot_8464748_comma_3_dot_5680848_comma_3_dot_5680848 diningtable__minus_5_dot_38_comma__minus_5_dot_38_comma_1_dot_332_comma_1_dot_332_comma_0_dot_0562074184_comma_0_dot_0562074184)')",True,"PickupObjectInReceptacle, RinseObject_0, PutObjectInReceptacle","PickupObjectInReceptacle, RinseObject_0, PutObjectInReceptacle"
train/pick_and_place_simple-TomatoSliced-None-CounterTop-25/trial_T20190908_233657_231915,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(receptacleType ?r CounterTopType)\n\t\t(inReceptacle ?o ?r)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_8_bar_4_bar_2_bar_45 knife__minus_9_dot_500976_comma__minus_9_dot_500976_comma_0_dot_8155154_comma_0_dot_8155154_comma_3_dot_3968732_comma_3_dot_3968732 countertop__minus_6_dot_232_comma__minus_6_dot_232_comma_1_dot_112_comma_1_dot_112_comma_3_dot_4364_comma_3_dot_4364)\n(CutObject_0 knife__minus_9_dot_500976_comma__minus_9_dot_500976_comma_0_dot_8155154_comma_0_dot_8155154_comma_3_dot_3968732_comma_3_dot_3968732 agent1 loc_bar__minus_8_bar_4_bar_3_bar_45 tomato__minus_10_dot_63472652_comma__minus_10_dot_63472652_comma_3_dot_812643052_comma_3_dot_812643052_comma_3_dot_492494584_comma_3_dot_492494584)')",True,"PickupObjectInReceptacle, CutObject_0","PickupObjectInReceptacle, CutObject_0"
train/pick_heat_then_place_in_recep-AppleSliced-None-Fridge-6/trial_T20190907_182032_987487,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o AppleType)\n\t\t(receptacleType ?r FridgeType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_2_bar_3_bar_3_bar_45 knife__minus_0_dot_845656216_comma__minus_0_dot_845656216_comma_2_dot_5892888_comma_2_dot_5892888_comma_3_dot_7449984_comma_3_dot_7449984 countertop__minus_1_dot_44_comma__minus_1_dot_44_comma_4_dot_376_comma_4_dot_376_comma_3_dot_7856_comma_3_dot_7856)\n(CutObject_0 knife__minus_0_dot_845656216_comma__minus_0_dot_845656216_comma_2_dot_5892888_comma_2_dot_5892888_comma_3_dot_7449984_comma_3_dot_7449984 agent1 loc_bar_2_bar_2_bar_3_bar_60 apple_0_dot_1934061052_comma_0_dot_1934061052_comma_1_dot_69593334_comma_1_dot_69593334_comma_3_dot_8900452_comma_3_dot_8900452)\n(PutObjectInReceptacle agent1 loc_bar__minus_7_bar_10_bar_3_bar_45 knifetype knife__minus_0_dot_845656216_comma__minus_0_dot_845656216_comma_2_dot_5892888_comma_2_dot_5892888_comma_3_dot_7449984_comma_3_dot_7449984 microwave__minus_10_dot_3232_comma__minus_10_dot_3232_comma_9_dot_764_comma_9_dot_764_comma_3_dot_6_comma_3_dot_6)\n(PickupObjectInReceptacle agent1 loc_bar_2_bar_2_bar_3_bar_60 apple_0_dot_1934061052_comma_0_dot_1934061052_comma_1_dot_69593334_comma_1_dot_69593334_comma_3_dot_8900452_comma_3_dot_8900452 countertop__minus_1_dot_44_comma__minus_1_dot_44_comma_4_dot_376_comma_4_dot_376_comma_3_dot_7856_comma_3_dot_7856)\n(HeatObject_1 microwave__minus_10_dot_3232_comma__minus_10_dot_3232_comma_9_dot_764_comma_9_dot_764_comma_3_dot_6_comma_3_dot_6 agent1 loc_bar__minus_7_bar_10_bar_3_bar_45 apple_0_dot_1934061052_comma_0_dot_1934061052_comma_1_dot_69593334_comma_1_dot_69593334_comma_3_dot_8900452_comma_3_dot_8900452)\n(PutObjectInReceptacle agent1 loc_bar__minus_7_bar__minus_3_bar_3_bar_60 appletype apple_0_dot_1934061052_comma_0_dot_1934061052_comma_1_dot_69593334_comma_1_dot_69593334_comma_3_dot_8900452_comma_3_dot_8900452 fridge__minus_9_dot_90399932_comma__minus_9_dot_90399932_comma__minus_3_dot_132_comma__minus_3_dot_132_comma_0_dot_0_comma_0_dot_0)')",True,"PickupObjectInReceptacle, CutObject_0, PutObjectInReceptacle, PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle","PickupObjectInReceptacle, CutObject_0, PutObjectInReceptacle, PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle"
train/pick_heat_then_place_in_recep-Mug-None-Cabinet-6/trial_T20190908_034437_632398,"('(:goal\n\t(exists (?r2 - receptacle)\n(exists (?r1 - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o MugType)\n\t\t(receptacleType ?r1 MicrowaveType)\n\t\t(receptacleType ?r2 CabinetType)\n\t\t(inReceptacle ?o ?r1)))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_4_bar__minus_3_bar_1_bar_45 mug_7_dot_10094928_comma_7_dot_10094928_comma__minus_3_dot_59138584_comma__minus_3_dot_59138584_comma_3_dot_623599768_comma_3_dot_623599768 countertop_1_dot_896_comma_1_dot_896_comma__minus_6_dot_5_comma__minus_6_dot_5_comma_3_dot_7856_comma_3_dot_7856)\n(PutObjectInReceptacle agent1 loc_bar__minus_7_bar_10_bar_3_bar_45 mugtype mug_7_dot_10094928_comma_7_dot_10094928_comma__minus_3_dot_59138584_comma__minus_3_dot_59138584_comma_3_dot_623599768_comma_3_dot_623599768 microwave__minus_10_dot_3232_comma__minus_10_dot_3232_comma_9_dot_764_comma_9_dot_764_comma_3_dot_6_comma_3_dot_6)')",False,"PickupObjectInReceptacle, PutObjectInReceptacle","PickupObjectInReceptacle, PutObjectInReceptacle"
train/pick_heat_then_place_in_recep-Apple-None-SideTable-28/trial_T20190906_180710_251060,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o AppleType)\n\t\t(receptacleType ?r DiningTableType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_10_bar__minus_4_bar_0_bar_60 apple__minus_10_dot_24330328_comma__minus_10_dot_24330328_comma__minus_2_dot_5353236_comma__minus_2_dot_5353236_comma_3_dot_824130536_comma_3_dot_824130536 diningtable__minus_12_dot_132_comma__minus_12_dot_132_comma__minus_1_dot_764_comma__minus_1_dot_764_comma_0_dot_0_comma_0_dot_0)\n(HeatObject_1 microwave__minus_0_dot_8676_comma__minus_0_dot_8676_comma__minus_8_dot_22_comma__minus_8_dot_22_comma_5_dot_88028048_comma_5_dot_88028048 agent1 loc_bar__minus_4_bar__minus_8_bar_1_bar_15 apple__minus_10_dot_24330328_comma__minus_10_dot_24330328_comma__minus_2_dot_5353236_comma__minus_2_dot_5353236_comma_3_dot_824130536_comma_3_dot_824130536)\n(PutObjectInReceptacle agent1 loc_bar__minus_12_bar__minus_5_bar_0_bar_60 appletype apple__minus_10_dot_24330328_comma__minus_10_dot_24330328_comma__minus_2_dot_5353236_comma__minus_2_dot_5353236_comma_3_dot_824130536_comma_3_dot_824130536 diningtable__minus_12_dot_132_comma__minus_12_dot_132_comma__minus_1_dot_764_comma__minus_1_dot_764_comma_0_dot_0_comma_0_dot_0)')",False,"PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle","PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle"
train/pick_heat_then_place_in_recep-Apple-None-SideTable-28/trial_T20190906_180710_251060,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o AppleType)\n\t\t(receptacleType ?r SideTableType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_16_bar__minus_4_bar_0_bar_45 apple__minus_16_dot_24940108_comma__minus_16_dot_24940108_comma__minus_0_dot_992664_comma__minus_0_dot_992664_comma_3_dot_0076476_comma_3_dot_0076476 sidetable__minus_16_dot_284_comma__minus_16_dot_284_comma__minus_1_dot_236_comma__minus_1_dot_236_comma_2_dot_904_comma_2_dot_904)\n(HeatObject_1 microwave__minus_0_dot_8676_comma__minus_0_dot_8676_comma__minus_8_dot_22_comma__minus_8_dot_22_comma_5_dot_88028048_comma_5_dot_88028048 agent1 loc_bar__minus_4_bar__minus_8_bar_1_bar_15 apple__minus_16_dot_24940108_comma__minus_16_dot_24940108_comma__minus_0_dot_992664_comma__minus_0_dot_992664_comma_3_dot_0076476_comma_3_dot_0076476)\n(PutObjectInReceptacle agent1 loc_bar__minus_15_bar__minus_5_bar_0_bar_45 appletype apple__minus_16_dot_24940108_comma__minus_16_dot_24940108_comma__minus_0_dot_992664_comma__minus_0_dot_992664_comma_3_dot_0076476_comma_3_dot_0076476 sidetable__minus_16_dot_284_comma__minus_16_dot_284_comma__minus_1_dot_236_comma__minus_1_dot_236_comma_2_dot_904_comma_2_dot_904)')",True,"PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle","PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle"
train/pick_clean_then_place_in_recep-Spatula-None-CounterTop-19/trial_T20190906_181322_850030,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o SpatulaType)\n\t\t(cleanable ?o)\n\t\t(isClean ?o)\n\t\t(inReceptacle ?o ?r))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_11_bar__minus_13_bar_3_bar_45 spatula__minus_13_dot_90967752_comma__minus_13_dot_90967752_comma__minus_12_dot_50731276_comma__minus_12_dot_50731276_comma_3_dot_7147992_comma_3_dot_7147992 countertop__minus_7_dot_16_comma__minus_7_dot_16_comma__minus_15_dot_216_comma__minus_15_dot_216_comma_3_dot_7968_comma_3_dot_7968)\n(RinseObject_0 sinkbasin__minus_7_dot_1452_comma__minus_7_dot_1452_comma__minus_14_dot_9888_comma__minus_14_dot_9888_comma_3_dot_12_comma_3_dot_12 agent1 loc_bar__minus_7_bar__minus_13_bar_2_bar_60 spatula__minus_13_dot_90967752_comma__minus_13_dot_90967752_comma__minus_12_dot_50731276_comma__minus_12_dot_50731276_comma_3_dot_7147992_comma_3_dot_7147992)\n(PutObjectInReceptacle agent1 loc_bar__minus_7_bar__minus_13_bar_2_bar_60 spatulatype spatula__minus_13_dot_90967752_comma__minus_13_dot_90967752_comma__minus_12_dot_50731276_comma__minus_12_dot_50731276_comma_3_dot_7147992_comma_3_dot_7147992 sinkbasin__minus_7_dot_1452_comma__minus_7_dot_1452_comma__minus_14_dot_9888_comma__minus_14_dot_9888_comma_3_dot_12_comma_3_dot_12)')",False,"PickupObjectInReceptacle, RinseObject_0, PutObjectInReceptacle","PickupObjectInReceptacle, RinseObject_0, PutObjectInReceptacle"
train/pick_clean_then_place_in_recep-Spatula-None-CounterTop-19/trial_T20190906_181322_850030,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o SpatulaType)\n\t\t(receptacleType ?r CounterTopType)\n\t\t(cleanable ?o)\n\t\t(isClean ?o)\n\t\t(inReceptacle ?o ?r))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_11_bar__minus_13_bar_3_bar_45 spatula__minus_13_dot_90967752_comma__minus_13_dot_90967752_comma__minus_12_dot_50731276_comma__minus_12_dot_50731276_comma_3_dot_7147992_comma_3_dot_7147992 countertop__minus_7_dot_16_comma__minus_7_dot_16_comma__minus_15_dot_216_comma__minus_15_dot_216_comma_3_dot_7968_comma_3_dot_7968)\n(RinseObject_0 sinkbasin__minus_7_dot_1452_comma__minus_7_dot_1452_comma__minus_14_dot_9888_comma__minus_14_dot_9888_comma_3_dot_12_comma_3_dot_12 agent1 loc_bar__minus_7_bar__minus_13_bar_2_bar_60 spatula__minus_13_dot_90967752_comma__minus_13_dot_90967752_comma__minus_12_dot_50731276_comma__minus_12_dot_50731276_comma_3_dot_7147992_comma_3_dot_7147992)\n(PutObjectInReceptacle agent1 loc_bar__minus_4_bar__minus_13_bar_3_bar_45 spatulatype spatula__minus_13_dot_90967752_comma__minus_13_dot_90967752_comma__minus_12_dot_50731276_comma__minus_12_dot_50731276_comma_3_dot_7147992_comma_3_dot_7147992 countertop__minus_7_dot_16_comma__minus_7_dot_16_comma__minus_15_dot_216_comma__minus_15_dot_216_comma_3_dot_7968_comma_3_dot_7968)')",True,"PickupObjectInReceptacle, RinseObject_0, PutObjectInReceptacle","PickupObjectInReceptacle, RinseObject_0, PutObjectInReceptacle"
